run,settings,git_sha,day,funder,open_issues,closed_issues,issues_opened,issues_closed,resolution_efficiency,open_issue_age,closed_issue_resolution_duration,difficult_closed_issue_rate,norm_open_issues,norm_closed_issues,norm_resolution_efficiency,norm_open_issue_age,norm_closed_issue_resolution_duration,contracts,contract_fix_rate,workdays
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,randomPay,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,fixedPay,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,inversePay,2.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,correlatedPay,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,randomPay,2.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,fixedPay,2.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,inversePay,1.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,2.0,0.0,2.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,correlatedPay,2.0,0.0,6.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,randomPay,0.0,3.0,4.0,7.0,0.75,0.0,1.0,0.0,1.0,1.0,0.75,1.0,0.0,3.0,0.3333333333333333,6.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,fixedPay,1.0,3.0,4.0,7.0,0.75,0.0,1.0,0.0,0.5,1.0,0.75,1.0,0.0,4.0,0.25,6.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,inversePay,1.0,3.0,4.0,7.0,0.75,2.0,0.3333333333333333,0.0,0.5,1.0,0.75,0.0,0.6666666666666667,4.0,0.25,4.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,correlatedPay,2.0,1.0,4.0,7.0,0.5,0.5,1.0,0.0,0.0,0.3333333333333333,0.5,0.75,0.0,3.0,0.0,2.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,randomPay,1.0,3.0,4.0,3.0,0.75,0.0,1.0,0.0,0.6666666666666667,0.6,0.75,1.0,0.0,4.0,0.75,6.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,fixedPay,0.0,5.0,4.0,3.0,0.8333333333333334,0.0,0.8,0.0,1.0,1.0,0.8333333333333334,1.0,0.19999999999999996,5.0,0.6,9.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,inversePay,1.0,4.0,4.0,3.0,0.8,0.0,1.0,1.0,0.6666666666666667,0.8,0.8,1.0,0.0,5.0,0.2,8.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,correlatedPay,3.0,1.0,4.0,3.0,0.5,1.0,1.0,0.0,0.0,0.2,0.5,0.0,0.0,4.0,0.25,2.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,randomPay,1.0,3.0,3.0,3.0,0.75,1.0,1.0,0.0,0.5,0.6,0.75,0.0,0.4,4.0,0.75,6.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,fixedPay,1.0,5.0,3.0,3.0,0.8333333333333334,0.0,0.8,0.0,0.5,1.0,0.8333333333333334,1.0,0.52,6.0,0.6666666666666666,9.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,inversePay,1.0,5.0,3.0,3.0,0.8333333333333334,1.0,0.8,1.0,0.5,1.0,0.8333333333333334,0.0,0.52,6.0,0.5,9.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,correlatedPay,2.0,3.0,3.0,3.0,0.75,1.0,1.6666666666666667,0.5,0.0,0.6,0.75,0.0,0.0,5.0,0.2,8.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,randomPay,1.0,5.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.7142857142857143,1.0,0.0,0.4444444444444444,6.0,0.6666666666666666,10.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,fixedPay,1.0,7.0,4.0,7.0,1.0,0.0,0.7142857142857143,0.0,0.0,1.0,1.0,0.0,0.6031746031746033,8.0,0.625,12.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,inversePay,0.0,6.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.4444444444444444,6.0,0.6666666666666666,12.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,correlatedPay,0.0,5.0,4.0,7.0,1.0,0.0,1.8,1.0,1.0,0.7142857142857143,1.0,0.0,0.0,5.0,0.4,14.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,randomPay,2.0,5.0,5.0,2.0,1.0,0.5,1.0,0.0,0.0,0.7142857142857143,1.0,0.0,0.33333333333333337,7.0,0.5714285714285714,10.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,fixedPay,2.0,7.0,5.0,2.0,1.0,0.5,0.7142857142857143,0.0,0.0,1.0,1.0,0.0,0.5238095238095237,9.0,0.6666666666666666,12.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,inversePay,0.0,7.0,5.0,2.0,1.0,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.4285714285714286,7.0,0.7142857142857143,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,correlatedPay,1.0,6.0,5.0,2.0,1.0,0.0,1.5,1.0,0.5,0.8571428571428571,1.0,1.0,0.0,7.0,0.42857142857142855,15.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,randomPay,2.0,7.0,5.0,3.0,1.0,0.0,1.1428571428571428,0.0,0.33333333333333337,0.875,1.0,1.0,0.23809523809523814,9.0,0.6666666666666666,15.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,fixedPay,2.0,8.0,5.0,3.0,1.0,0.5,0.875,0.0,0.33333333333333337,1.0,1.0,0.0,0.41666666666666663,10.0,0.8,15.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,inversePay,0.0,7.0,5.0,3.0,1.0,0.0,0.8571428571428571,1.0,1.0,0.875,1.0,1.0,0.4285714285714286,7.0,0.7142857142857143,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,correlatedPay,3.0,6.0,5.0,3.0,1.0,0.3333333333333333,1.5,1.0,0.0,0.75,1.0,0.33333333333333337,0.0,9.0,0.3333333333333333,15.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,randomPay,1.0,8.0,0.0,4.0,0.8888888888888888,1.0,1.125,0.0,0.0,0.8888888888888888,0.8888888888888888,0.5,0.25,9.0,0.7777777777777778,17.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,fixedPay,1.0,9.0,0.0,4.0,0.9,2.0,0.8888888888888888,0.0,0.0,1.0,0.9,0.0,0.40740740740740744,10.0,0.8,17.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,inversePay,0.0,7.0,0.0,4.0,0.875,0.0,0.8571428571428571,1.0,1.0,0.7777777777777778,0.875,1.0,0.4285714285714286,7.0,0.8571428571428571,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,correlatedPay,1.0,8.0,0.0,4.0,0.8888888888888888,1.0,1.5,1.0,0.0,0.8888888888888888,0.8888888888888888,0.5,0.0,9.0,0.5555555555555556,20.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,randomPay,1.0,9.0,4.0,4.0,1.0,0.0,1.2222222222222223,0.0,0.5,0.9,1.0,0.0,0.12698412698412687,10.0,0.9,20.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,fixedPay,2.0,10.0,4.0,4.0,1.0,0.0,1.1,1.0,0.0,1.0,1.0,0.0,0.2142857142857142,12.0,0.75,21.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,inversePay,0.0,7.0,4.0,4.0,1.0,0.0,0.8571428571428571,1.0,1.0,0.7,1.0,0.0,0.3877551020408163,7.0,0.8571428571428571,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,correlatedPay,0.0,10.0,4.0,4.0,1.0,0.0,1.4,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.7,24.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,randomPay,2.0,10.0,6.0,3.0,1.0,0.5,1.1,0.0,0.0,0.9090909090909091,1.0,0.0,0.13571428571428568,12.0,0.75,21.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,fixedPay,2.0,11.0,6.0,3.0,1.0,0.5,1.0909090909090908,1.0,0.0,1.0,1.0,0.0,0.1428571428571429,13.0,0.6923076923076923,23.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,inversePay,1.0,7.0,6.0,3.0,1.0,0.0,0.8571428571428571,1.0,0.5,0.6363636363636364,1.0,1.0,0.326530612244898,8.0,0.75,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,correlatedPay,1.0,11.0,6.0,3.0,1.0,0.0,1.2727272727272727,1.0,0.5,1.0,1.0,1.0,0.0,12.0,0.5833333333333334,25.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,randomPay,0.0,12.0,2.0,5.0,1.0,0.0,1.1666666666666667,0.0,1.0,0.9230769230769231,1.0,1.0,0.06666666666666665,12.0,0.8333333333333334,26.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,fixedPay,0.0,13.0,2.0,5.0,1.0,0.0,1.1538461538461537,1.0,1.0,1.0,1.0,1.0,0.07692307692307698,13.0,0.8461538461538461,28.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,inversePay,3.0,7.0,2.0,5.0,1.0,0.3333333333333333,0.8571428571428571,1.0,0.0,0.5384615384615384,1.0,0.0,0.3142857142857143,10.0,0.6,13.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,correlatedPay,0.0,12.0,2.0,5.0,1.0,0.0,1.25,1.0,1.0,0.9230769230769231,1.0,1.0,0.0,12.0,0.6666666666666666,27.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,randomPay,1.0,13.0,5.0,4.0,1.0,0.0,1.0769230769230769,0.0,0.5,1.0,1.0,1.0,0.13846153846153852,14.0,0.8571428571428571,27.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,fixedPay,1.0,13.0,5.0,4.0,1.0,0.0,1.1538461538461537,1.0,0.5,1.0,1.0,1.0,0.07692307692307698,14.0,0.8571428571428571,28.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,inversePay,2.0,10.0,5.0,4.0,1.0,0.5,0.9,1.0,0.0,0.7692307692307693,1.0,0.0,0.28,12.0,0.5833333333333334,19.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,correlatedPay,0.0,12.0,5.0,4.0,1.0,0.0,1.25,1.0,1.0,0.9230769230769231,1.0,1.0,0.0,12.0,0.8333333333333334,27.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,randomPay,1.0,13.0,5.0,4.0,1.0,1.0,1.0769230769230769,0.0,0.5,0.9285714285714286,1.0,0.0,0.06666666666666665,14.0,0.8571428571428571,27.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,fixedPay,2.0,14.0,5.0,4.0,1.0,0.5,1.0714285714285714,1.0,0.0,1.0,1.0,0.5,0.0714285714285714,16.0,0.75,29.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,inversePay,1.0,12.0,5.0,4.0,1.0,0.0,1.0,1.0,0.5,0.8571428571428571,1.0,1.0,0.1333333333333333,13.0,0.6923076923076923,24.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,correlatedPay,1.0,13.0,5.0,4.0,1.0,0.0,1.1538461538461537,1.0,0.5,0.9285714285714286,1.0,1.0,0.0,14.0,0.7142857142857143,28.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,randomPay,1.0,14.0,4.0,7.0,1.0,0.0,1.1428571428571428,0.0,0.0,0.8235294117647058,1.0,1.0,0.0,15.0,0.9333333333333333,30.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,fixedPay,0.0,17.0,4.0,7.0,1.0,0.0,1.0588235294117647,1.0,1.0,1.0,1.0,1.0,0.07352941176470584,17.0,0.7647058823529411,35.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,inversePay,0.0,13.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.7647058823529411,1.0,1.0,0.125,13.0,0.8461538461538461,26.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,correlatedPay,1.0,15.0,4.0,7.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,1.0,0.0,0.125,16.0,0.625,30.0
